"","0","1","2","3","4","5","6","7","8","9","class","out","inlier"
"22",8.195319e-08,4.9992976e-14,0.9999753,2.4058306e-06,4.3435548e-07,5.8659083e-08,2.1650556e-05,1.9896304e-10,5.2071576e-11,1.1517757e-10,2,"actual",1
"23",5.729846e-07,8.778298e-11,3.0706393e-05,1.0747525e-05,0.9999553,1.4522258e-06,8.8668367e-07,2.48085e-07,4.9239395e-09,1.1942909e-07,4,"actual",1
"24",2.7153025e-13,0.99999917,6.580845e-13,9.394066e-13,3.3928052e-13,3.1113157e-14,1.0417887e-14,1.5266125e-11,1.3717407e-09,8.110488e-07,1,"actual",1
"25",2.693155e-12,0.99999285,2.9938915e-10,1.556885e-14,1.847518e-10,1.1504109e-13,3.999905e-12,4.1972406e-12,4.012004e-10,7.136896e-06,1,"actual",1
"26",0.03631619,1.8636149e-06,0.5676182,0.0008533038,0.33970088,0.00086916535,0.053985458,0.0001699727,0.000477422,7.525611e-06,2,"actual",1
"27",0.00017258903,0.00018230725,3.2294423e-09,0.00015072145,6.403569e-08,2.2633585e-10,6.9763485e-07,3.481781e-05,1.9206532e-06,0.99945694,9,"actual",1
"28",4.3787334e-09,3.3815766e-06,1.4547074e-08,8.705814e-06,1.5009793e-08,1.421182e-05,1.8018516e-08,1.9136144e-06,2.8651216e-06,0.999969,9,"actual",1
"29",1.167792e-05,0.00022626748,0.017337305,1.4891442e-05,0.37182516,0.00021262155,1.1223592e-06,0.61009926,1.11704516e-07,0.0002715963,7,"actual",1
"30",3.9493083e-05,0.036327392,0.0002916981,0.016861161,0.00029783085,0.00037156692,0.9355332,0.0022477913,0.00082613394,0.007203755,6,"actual",1
"31",1.2842329e-06,5.801845e-12,0.00019633581,0.0006150424,0.9991455,6.077384e-06,3.5551497e-05,1.4147344e-07,2.89084e-09,3.7813795e-08,4,"actual",1
"32",0.0018597294,1.7169234e-05,3.799644e-07,0.0061745583,0.00017272183,7.53643e-05,0.00044177772,0.9667192,1.4118993e-06,0.024537742,7,"actual",1
"33",1.6144762e-05,0.99929225,6.756968e-06,9.245977e-09,2.4666944e-08,3.3302935e-10,5.056507e-07,1.4647117e-07,0.0005706931,0.00011346823,1,"actual",1
"34",0.025598899,0.16654956,0.06427513,0.024734022,0.0023073177,0.0003344769,0.0004525254,0.0011792601,0.16138262,0.5531862,9,"actual",1
"35",5.7887837e-07,1.2740221e-09,1.2834446e-06,3.659339e-08,7.554571e-07,2.5359906e-10,2.522928e-08,1.2663934e-08,0.99991775,7.953805e-05,8,"actual",1
"36",7.525078e-06,6.2269587e-06,2.8494077e-07,2.2260238e-08,8.20753e-10,3.1111927e-08,2.2157472e-08,4.273213e-08,0.00032484814,0.99966097,9,"actual",1
"37",1.2837255e-07,4.411456e-10,0.07474165,0.48539013,0.34085664,0.030677512,0.000126989,0.06820629,3.933474e-07,2.1832577e-07,3,"actual",1
"38",9.464499e-10,1.1980487e-12,9.146375e-06,1.3157892e-08,3.7875398e-07,7.888774e-12,0.99999046,2.3338074e-09,6.580254e-11,3.0693795e-11,6,"actual",1
"39",1.3412771e-08,2.6836009e-05,1.5610759e-07,5.2331176e-05,5.7034385e-06,0.00020663261,1.45503855e-05,0.00087454176,1.6602368e-06,0.99881774,9,"actual",1
"40",7.2268663e-06,7.3863976e-07,0.9363242,0.014457979,0.005064808,0.00017754216,0.03083601,0.013107502,2.656684e-06,2.1343038e-05,2,"actual",1
"41",1.0141804e-06,0.9916721,1.0684587e-06,1.6957069e-06,3.6700402e-07,4.4540516e-06,0.0065265507,6.677087e-09,3.0891606e-05,0.0017619227,1,"actual",1
"42",1.534225e-08,1.0136515e-07,0.0035864708,0.0051550576,3.5988971e-06,0.84734935,0.14390321,7.169336e-09,2.2117024e-06,8.622279e-08,5,"actual",1
"43",7.428811e-08,9.326477e-08,0.0001305292,7.9864435e-09,3.8131173e-10,3.4064393e-10,4.1363477e-09,8.145441e-12,0.9998692,1.4354151e-09,8,"actual",1
"44",2.5137679e-06,0.99797505,5.9442146e-10,3.6328323e-08,1.6899653e-08,6.518964e-09,1.8282148e-07,1.6415704e-08,2.859824e-05,0.001993688,1,"actual",1
"45",1.6215154e-08,1.3882895e-12,7.451801e-09,0.99755317,5.3484297e-07,7.000505e-09,0.0024463206,1.0403258e-09,5.1070663e-09,7.9672824e-11,3,"actual",1
"46",1.2439656e-09,7.370423e-13,0.021674663,0.97783,0.00045219527,6.584134e-06,2.3033195e-05,1.34513475e-05,1.6400236e-07,1.8424937e-11,3,"actual",1
"47",1.6141283e-10,5.5980147e-12,3.359972e-05,1.5799802e-05,0.9999411,4.138472e-07,8.13876e-06,3.90339e-07,6.4467275e-07,1.6631963e-08,4,"actual",1
"48",1.1967637e-10,0.013894703,5.450889e-09,7.778001e-08,1.734579e-09,2.8814043e-07,4.046972e-09,4.896127e-09,2.6116734e-07,0.98610467,9,"actual",1
"49",4.8811144e-06,6.8133136e-07,0.0014949219,0.0051986882,0.07397698,0.8982099,2.205338e-06,0.021101717,6.1976702e-06,3.810253e-06,5,"actual",1
"50",1.3302311e-05,9.1292804e-07,0.10560616,0.019230422,0.14242788,0.00037992216,0.21093464,0.52140653,1.0043985e-07,9.4115286e-08,7,"actual",1
"51",0.006197207,4.909744e-08,0.03299767,0.1411969,0.28770006,0.52716666,0.0022711372,0.0019044456,0.0004540078,0.00011183609,5,"actual",1
"52",2.8637814e-05,1.2451438e-06,0.028914219,0.025797853,0.057032213,0.8801054,0.0074890065,0.0006270675,3.693622e-06,6.15932e-07,5,"actual",1
"53",0.00023924591,0.99971753,1.9840488e-07,6.211152e-07,2.4564095e-05,1.0786542e-07,8.0790706e-08,9.637027e-07,6.6129104e-07,1.6007974e-05,1,"actual",1
"54",0.9989491,2.0072863e-09,4.065591e-05,1.12276126e-07,0.00075173675,1.7370465e-06,3.8055327e-07,7.8134e-09,0.00011785817,0.00013832495,0,"actual",1
"55",2.0448162e-08,6.680732e-08,0.461945,0.23851795,0.06834852,0.03825769,0.19288793,3.959719e-05,3.5412818e-08,3.1453048e-06,2,"actual",1
"56",8.352423e-10,1.580086e-06,1.35979145e-11,3.0997755e-09,4.9416105e-10,1.0156042e-12,3.1956853e-09,2.476232e-12,0.9999639,3.455225e-05,8,"actual",1
"57",1.3797601e-06,9.867354e-08,0.006899537,0.9852138,0.00011808366,1.9669484e-05,0.0077465684,9.2540645e-08,5.438205e-07,2.2817174e-07,3,"actual",1
"58",5.6235815e-05,9.369274e-08,0.001018416,0.001020446,0.64358395,0.02886404,4.2075417e-06,0.32532075,2.2334325e-06,0.00012965537,4,"actual",1
"59",4.838358e-13,3.32934e-15,1.1145168e-12,4.6207444e-11,2.6025013e-10,6.727825e-11,3.7200762e-14,1,4.284998e-15,3.3083e-14,7,"actual",1
"60",0.89584583,8.329529e-07,0.00012338242,2.1262772e-06,0.101341985,3.712472e-06,2.6508306e-07,3.648299e-06,2.1253214e-05,0.0026569474,0,"actual",1
"61",2.1803102e-05,2.0889049e-08,4.7215133e-05,0.00055563956,0.99937385,2.0853807e-07,8.0094577e-07,2.2351054e-07,2.0601783e-08,2.3074479e-07,4,"actual",1
"62",6.1132437e-06,0.00015913456,8.289006e-07,7.811065e-06,0.00038907054,6.583554e-09,3.8565084e-08,1.3544903e-08,0.9169033,0.08253365,8,"actual",1
"63",5.2322793e-08,2.2279526e-07,1.1939893e-05,0.9998925,8.033417e-07,7.3206274e-06,8.655286e-05,2.9990748e-08,6.942902e-09,5.388857e-07,3,"actual",1
"64",0.9971649,1.6503798e-05,2.046586e-06,3.0030292e-06,5.4043444e-06,3.0136963e-08,1.3456833e-09,5.5419383e-07,0.0026346385,0.00017292722,0,"actual",1
"65",6.4446043e-10,2.9250245e-11,0.0018539776,0.0377085,0.96018904,0.00017766972,3.3429485e-06,6.736317e-05,9.882193e-08,3.5952183e-09,4,"actual",1
"66",0.0022440776,0.004242439,0.0007370697,0.98768914,0.00022148505,0.001063611,0.0023142758,7.593832e-05,0.0006105719,0.0008012811,3,"actual",1
"67",2.5004378e-12,0.9998746,9.098864e-11,5.2693387e-09,1.2718607e-11,6.097961e-09,2.2202028e-11,7.384896e-13,2.0757834e-13,0.00012540052,1,"actual",1
"68",8.3288105e-09,0.004041514,6.824017e-10,9.9219456e-08,1.9301356e-07,1.1148789e-09,4.8417953e-10,3.806744e-05,3.86247e-06,0.9959163,9,"actual",1
"69",1.6345255e-09,1.192803e-10,3.6321147e-08,0.00041554985,4.453636e-05,0.9992539,9.482889e-10,0.0002859274,8.517418e-09,4.4909737e-10,5,"actual",1
"70",4.6282742e-07,8.467245e-05,0.00015392089,0.037955172,0.010553878,0.9482277,0.0012210292,0.0017195329,8.0196526e-07,8.286006e-05,5,"actual",1
"71",2.595759e-07,5.8499416e-10,8.6010435e-11,9.2012236e-08,9.561146e-06,2.1142936e-05,6.730854e-10,0.99996877,3.4037845e-10,2.3732068e-07,7,"actual",1
"72",9.136264e-11,2.8850508e-07,9.6808395e-12,9.265076e-10,1.6889218e-10,3.0219133e-11,1.4853263e-13,4.2953838e-10,2.0148521e-08,0.99999976,9,"actual",1
"73",1.3885574e-08,2.8599106e-07,3.7897805e-06,2.9358936e-05,0.00014689984,1.1462937e-06,0.99981636,2.1046865e-06,7.626446e-10,1.9339705e-09,6,"actual",1
"74",0.99085337,2.0706489e-06,6.9610585e-05,3.6008056e-05,0.008947542,6.633344e-05,1.5233066e-07,9.893726e-09,2.4779409e-05,5.97562e-08,0,"actual",1
"75",2.2915252e-08,9.549059e-06,1.6480477e-08,2.1933373e-09,6.818755e-07,7.393652e-11,6.177837e-08,7.7281453e-10,3.1176867e-06,0.9999865,9,"actual",1
"76",1.5997298e-06,0.99996066,2.3596534e-09,2.920205e-08,1.992881e-08,2.249956e-10,6.6612227e-09,2.4373404e-07,2.4507458e-06,3.5082234e-05,1,"actual",1
"77",4.991812e-07,2.3187411e-08,1.0494661e-10,3.4427954e-09,2.8530144e-08,5.1468267e-11,5.6136602e-11,1.6971915e-11,0.99995446,4.501031e-05,8,"actual",1
"78",9.423202e-08,1.1116379e-08,6.049594e-08,4.0029052e-10,3.0603033e-07,3.2140899e-09,4.8264553e-10,3.3939167e-11,7.037902e-05,0.9999292,9,"actual",1
"79",0.00064678263,0.0002690922,0.0014229239,0.00050433946,1.4129085e-08,0.00039271006,1.2563601e-06,0.0006383375,0.0074951258,0.98862946,9,"actual",1
"80",2.602076e-08,1.6376639e-07,0.0028068225,0.96689534,0.009833967,0.00024860015,0.010568528,0.00933939,0.00030701738,1.1528154e-07,3,"actual",1
"81",5.0302503e-07,3.0975673e-09,0.022681704,0.8996406,0.07411747,5.117648e-07,0.0034135175,6.599471e-05,7.787365e-05,1.8003167e-06,3,"actual",1
"82",6.48431e-10,1.6915253e-06,4.8351917e-10,1.053908e-08,7.0207555e-09,5.055202e-09,4.7720655e-10,2.809016e-07,2.6411035e-08,0.9999981,9,"actual",1
"83",4.5541688e-07,5.451463e-09,1.2232703e-09,1.1819104e-06,3.8756154e-10,6.0221544e-10,2.6426692e-09,2.6464648e-11,0.9999981,2.901206e-07,8,"actual",1
"84",1.4747422e-11,1,2.4110972e-10,1.0853584e-13,4.3214676e-10,2.972769e-13,2.0962263e-08,6.4343912e-09,3.9859453e-11,3.3738679e-09,1,"actual",1
"85",0.00016729474,3.3856646e-05,0.6067822,0.0008123174,0.00018761851,0.38785404,0.0001332159,0.0037692059,0.00023698765,2.3245333e-05,2,"actual",1
"86",5.981682e-06,4.09322e-08,3.750368e-07,1.1810057e-08,1.8322024e-05,5.863013e-07,2.6717356e-07,1.5371343e-08,0.8382257,0.16174883,8,"actual",1
"87",1.0842019e-06,3.108149e-07,0.0021704915,4.191649e-06,0.9895168,0.008061598,4.456181e-07,0.00024497966,1.0658005e-07,1.7203289e-09,4,"actual",1
"88",1.0755536e-07,4.2913632e-07,0.019046107,0.0002888432,0.0006893825,0.00079121336,0.9791773,1.0803441e-07,5.2591345e-06,1.2880347e-06,6,"actual",1
"89",0.0018851293,0.0019224477,0.558219,0.004565559,0.0015925323,0.05977363,0.3604449,1.0371587e-05,3.543849e-05,0.0115509955,2,"actual",1
"90",0.9995394,0.00040145285,2.2001145e-09,9.15312e-08,1.3159591e-07,1.9044898e-10,1.3479372e-11,1.1938447e-06,1.0993348e-06,5.6778706e-05,0,"actual",1
"91",0.0005836256,1.2710073e-08,0.03006632,2.9815432e-05,0.96537083,2.8580234e-05,1.2165227e-05,0.0039085345,5.159813e-08,8.78132e-09,4,"actual",1
"92",9.631576e-07,5.911765e-08,0.0011654574,0.011192213,0.9867048,0.00041112024,0.000441041,8.392458e-05,4.1725906e-07,1.232443e-09,4,"actual",1
"93",6.0447055e-06,2.9009978e-08,0.9008069,0.0006499862,0.01858172,5.1741195e-06,0.07994489,2.3872836e-08,2.8161903e-06,2.3945438e-06,2,"actual",1
"94",0.9999441,3.8032465e-07,2.4425399e-05,1.4721553e-06,2.321296e-05,1.296554e-07,2.0611495e-08,2.1862746e-08,6.093621e-06,1.7324926e-07,0,"actual",1
"95",4.3980323e-05,7.317542e-07,0.5125553,0.00018562832,0.23118389,0.01121989,0.24480271,7.230983e-06,4.175362e-07,2.17425e-07,2,"actual",1
"96",7.1259055e-06,3.702601e-08,7.560061e-05,2.0831692e-05,2.8663542e-06,7.315317e-08,3.522313e-07,1.5575209e-06,0.9998889,2.7061617e-06,8,"actual",1
"97",0.0014355653,0.00020183797,0.78289646,0.19922101,0.006921051,0.00027386358,0.00026792716,0.0046278834,0.0034749776,0.0006794105,2,"actual",1
"98",8.1618134e-10,4.553703e-16,4.105503e-11,1.5390779e-09,2.07686e-08,5.117131e-07,9.992866e-12,0.9999995,1.9565956e-13,1.3090965e-13,7,"actual",1
"99",4.4880408e-06,2.3957573e-06,0.023535386,0.015294715,0.000692604,0.00046481338,0.93096924,0.028374327,0.0006480962,1.397139e-05,6,"actual",1
"100",2.2276906e-11,0.99999905,3.791088e-13,3.1475106e-10,3.8432994e-12,7.0066725e-10,7.9635197e-13,6.88959e-10,2.3372975e-09,9.2301684e-07,1,"actual",1
"101",1.6568974e-08,6.499357e-08,2.1101753e-06,0.58509624,8.81452e-06,0.41487196,1.872164e-05,1.09874e-06,3.351044e-07,6.287188e-07,3,"actual",1
"102",8.592046e-07,0.977022,2.3011099e-08,1.4771546e-05,2.698054e-09,7.904927e-08,6.286098e-09,9.38389e-09,6.15831e-07,0.022961605,1,"actual",1
"103",4.7087856e-06,0.00043100075,2.5560642e-09,1.6786689e-09,1.3235038e-07,7.1093487e-12,1.6027483e-08,2.1768667e-10,1.5586036e-05,0.9995485,9,"actual",1
"104",3.6284636e-08,0.040341754,1.1661967e-05,1.29563e-05,3.943033e-09,2.4297233e-09,6.732139e-09,4.240008e-12,0.9595239,0.000109706954,8,"actual",1
"105",6.2742693e-06,0.9992793,0.00021972331,1.14867635e-05,2.4699948e-05,4.3317173e-06,3.0566916e-06,8.072573e-06,0.0003745284,6.85644e-05,1,"actual",1
"106",0.00023249447,7.636111e-08,4.0474384e-05,0.00019386024,0.62547386,7.222206e-06,6.543142e-07,0.3733785,0.0006650566,7.772229e-06,4,"actual",1
"107",3.5358319e-06,0.96618295,4.8271927e-06,2.0298563e-05,9.338473e-06,1.4938003e-07,8.9150326e-08,1.205997e-07,0.00017868113,0.03360003,1,"actual",1
"108",1.3172154e-08,1.4884614e-08,7.491924e-09,9.328678e-11,9.88963e-11,1.7055563e-12,1.9858632e-16,1.4792835e-11,2.4285187e-11,1,9,"actual",1
"109",8.622238e-06,6.03963e-08,9.253586e-06,0.63843536,0.014029806,0.32518557,0.0017453459,0.020583391,1.5311797e-07,2.3800353e-06,3,"actual",1
"110",9.481232e-06,0.84309375,0.00030228763,0.0066326885,0.00014885695,2.3353161e-06,0.13003199,1.1962761e-06,0.019777257,1.7932771e-07,1,"actual",1
"111",2.2039386e-07,2.427555e-09,0.0048807883,0.0017313437,0.9900503,0.0019072636,0.0002615459,0.0011466215,1.2573114e-08,2.185597e-05,4,"actual",1
"112",1.1888965e-06,0.00039806697,3.727631e-05,0.000108767556,1.1555544e-06,6.902718e-07,8.741491e-08,5.5166834e-07,2.2577404e-05,0.9994295,9,"actual",1
"113",4.311417e-12,6.3712994e-13,1.0708709e-06,4.221805e-05,1.694949e-05,8.696514e-06,0.999931,1.1849183e-07,1.5519216e-13,7.9647025e-11,6,"actual",1
"114",0.8795497,1.1371343e-08,0.119174205,4.4356266e-06,0.0007918936,5.9827958e-06,8.454613e-06,2.2742134e-08,0.00045368803,1.1581439e-05,0,"actual",1
"115",1.0991767e-08,5.4391325e-08,0.0006059511,0.13657676,2.7360049e-05,0.8622374,3.3990257e-06,1.5712296e-06,3.4200872e-07,0.0005472229,5,"actual",1
"116",0.0006298095,4.507501e-10,0.4793859,0.0018863219,0.43165264,1.2077363e-05,0.086429514,1.9248672e-07,1.5064179e-06,2.1022427e-06,2,"actual",1
"117",0.0002276925,7.051168e-11,0.9997688,1.3817876e-06,9.977293e-07,3.6459366e-07,6.208441e-08,6.750446e-07,1.01568386e-10,1.3518878e-11,2,"actual",1
"118",0.00024587938,3.2218045e-07,0.040697206,0.00036788272,0.12364818,1.7070537e-05,0.83501554,7.932051e-06,4.636435e-11,1.230855e-07,6,"actual",1
"119",1.2662074e-05,0.0014918275,0.00121279,0.04885398,0.050206788,0.86377555,0.0062159365,0.00014597723,0.025789842,0.0022947274,5,"actual",1
"120",1.0547889e-05,6.0455915e-07,0.12899135,0.05492722,0.51758856,0.0036560842,0.29422745,3.7614518e-05,1.08672e-05,0.0005497233,4,"actual",1
"121",1.5788977e-12,4.040077e-05,2.0452781e-07,1.2618336e-08,2.97576e-11,2.3517568e-08,8.637058e-12,6.586054e-10,1.678287e-12,0.99995935,9,"actual",1
"122",1.4251543e-06,2.6717895e-08,0.0012226729,8.1146485e-05,0.028840791,0.9690842,2.4245293e-07,0.00047709997,2.4567117e-07,0.0002921049,5,"actual",1
"123",1.9302279e-06,8.274635e-10,9.2721966e-05,7.8790246e-05,0.9985807,2.7875887e-05,0.0011831139,3.4797005e-05,3.9608462e-08,9.4996135e-09,4,"actual",1
"124",2.2430767e-10,2.6978955e-06,1.6338484e-07,4.3047115e-07,1.421757e-09,2.4888786e-08,2.0880225e-11,5.849509e-10,6.3787127e-07,0.99999595,9,"actual",1
"125",6.948458e-05,7.676414e-08,1.2852682e-07,0.9998628,3.664787e-05,2.7564854e-05,3.9288392e-10,9.4256684e-08,2.7954181e-06,3.3046072e-07,3,"actual",1
"126",1.1360202e-09,1.1043769e-09,1.0625037e-05,0.0005281195,1.944824e-06,1.7499413e-08,0.9994593,2.2610148e-08,7.060929e-09,1.3504071e-08,6,"actual",1
"127",1.318611e-07,1.6335898e-07,2.5075322e-09,7.2316757e-09,5.0105803e-10,2.3968487e-11,9.1556185e-09,5.5474673e-13,0.99999976,2.8286988e-09,8,"actual",1
"128",4.5388873e-11,1.709971e-14,2.2177392e-10,2.9640004e-08,0.00020138724,9.018035e-07,2.357114e-13,0.99979764,1.9427736e-13,1.7753388e-12,7,"actual",1
"129",1.4575912e-09,9.37837e-11,2.96718e-09,1.9120114e-06,0.0014490704,7.378381e-07,1.8984847e-09,0.9985483,3.7264275e-10,1.0372799e-09,7,"actual",1
"130",3.5916085e-07,6.5277617e-10,0.00023181707,0.00011558957,0.016543647,1.4710687e-06,0.9831071,5.4334964e-10,1.9726707e-09,7.2937817e-10,6,"actual",1
"131",3.7042395e-05,3.8189768e-10,0.95732665,0.036678325,1.305696e-05,0.003332279,6.0109698e-05,0.0025523547,1.900648e-09,1.9937359e-07,2,"actual",1
"132",2.3434043e-06,1.11224516e-10,3.2085643e-09,6.900769e-07,0.00010155358,2.0816338e-09,1.2297586e-06,5.6662057e-11,0.9998927,1.4593721e-06,8,"actual",1
"133",5.072988e-05,7.8600975e-09,0.986626,5.061016e-06,0.0016329122,0.0009013302,0.010751383,3.2146792e-05,3.23046e-07,6.386241e-09,2,"actual",1
"134",6.7341252e-06,1.1081297e-05,3.779785e-05,0.018361146,1.5311116e-05,8.0700255e-07,0.98156184,1.1601983e-09,5.318598e-06,3.3422445e-10,6,"actual",1
"135",0.0001199566,2.0962332e-05,2.3147964e-08,1.6566974e-08,2.4129818e-09,2.3497561e-08,6.114846e-07,6.530977e-07,0.9998578,1.2903283e-08,8,"actual",1
"136",2.9885208e-09,0.9999994,1.4918143e-08,4.7288125e-11,1.490078e-10,1.1097256e-10,3.547385e-10,1.6384897e-09,1.5861067e-07,4.330461e-07,1,"actual",1
"137",8.2091974e-05,0.00042625406,4.130929e-06,0.0036413434,0.000156033,5.0567896e-06,1.8037996e-05,0.13030574,4.848533e-05,0.86531293,9,"actual",1
"138",5.4560242e-11,8.836238e-16,6.191822e-05,4.7497724e-06,0.9983211,0.00010594669,1.4820781e-09,0.0015063068,2.5520832e-09,7.0972096e-11,4,"actual",1
"139",0.9170395,0.015157487,0.00090438226,0.00028921865,5.028616e-06,0.00019535147,0.0017910125,2.9687334e-07,0.0642706,0.00034700715,0,"actual",1
"140",0.014715911,7.560749e-08,0.984677,3.2866585e-05,0.00016169326,0.0002826563,0.00012763427,2.1232315e-06,5.186252e-08,8.4734286e-10,2,"actual",1
"141",0.9997174,3.7096262e-09,1.6723385e-07,9.298113e-09,3.4432007e-05,2.1897684e-08,1.5681884e-10,0.0002456097,2.5636654e-08,2.370899e-06,0,"actual",1
"142",2.1077749e-11,1.2962108e-12,5.1847818e-11,1.4242106e-10,1.4841263e-06,9.461562e-10,3.1111405e-11,0.99999857,3.1796503e-15,2.0199751e-08,7,"actual",1
"143",8.6600966e-07,0.0002950424,3.0554747e-07,9.8039945e-06,1.968494e-06,2.8201312e-09,2.708316e-06,6.4257814e-11,0.9996786,1.073083e-05,8,"actual",1
"144",1.3413393e-10,1.6424843e-10,7.8463316e-08,0.999984,5.040658e-06,2.2033848e-07,1.0616016e-05,2.6821096e-08,2.138824e-09,6.666498e-10,3,"actual",1
"145",0.0003178511,0.00048245175,0.24691874,0.25068802,4.8091486e-05,0.47933254,0.004907924,0.017296145,2.103285e-07,8.028146e-06,5,"actual",1
"146",2.1362061e-06,2.9683639e-08,0.011777087,5.3411725e-07,5.087244e-05,2.5158683e-10,0.9881691,2.1324477e-07,5.2169264e-09,3.0077853e-08,6,"actual",1
"147",3.55487e-07,3.0167e-05,0.044264298,0.00068636565,0.15323523,0.039024703,1.1708131e-06,0.76209027,7.615321e-07,0.000666705,7,"actual",1
"148",2.1853328e-09,0.9999163,6.491231e-13,1.7244182e-11,9.338018e-13,1.4594653e-13,2.048944e-13,6.3934226e-13,2.3644197e-06,8.134558e-05,1,"actual",1
"149",0.9994018,5.318384e-08,2.2741243e-07,1.7550094e-07,1.508811e-08,1.9064792e-08,4.013729e-09,1.6124893e-09,0.00059699593,6.5068224e-07,0,"actual",1
"150",9.686679e-05,2.50366e-09,0.016082171,0.25803322,0.5472828,9.908171e-06,0.17846622,1.4907796e-05,1.3944513e-05,1.0074765e-09,4,"actual",1
"151",5.521241e-06,1.2661334e-05,1.9667832e-09,3.0991336e-09,1.2304741e-09,7.2833817e-10,5.090015e-10,2.0200652e-11,0.99998176,9.394212e-08,8,"actual",1
"152",1.2357276e-11,4.1116996e-16,5.7149606e-07,1.1231523e-05,0.9999881,5.032747e-08,1.352214e-09,2.6421805e-08,3.0454061e-10,1.4286871e-11,4,"actual",1
"153",8.8638155e-09,0.9999999,1.0326875e-09,2.9555292e-10,1.1419553e-11,2.4582585e-13,1.7049381e-12,4.3372788e-11,1.3922415e-08,1.2940272e-07,1,"actual",1
"154",7.5868735e-07,4.5458264e-09,4.517137e-05,0.0011995235,0.996714,0.00017524934,4.2211929e-07,4.4509165e-06,0.0018447468,1.5740074e-05,4,"actual",1
