"","0","1","2","3","4","5","6","7","8","9","class","inlier","type","index"
"16",0.01265022,9.191653e-07,8.205473e-06,5.5160883e-05,1.4873574e-05,0.003148192,3.800143e-07,3.253404e-08,0.98409975,2.2282255e-05,0,0,"x_miss",9842
"17",8.501813e-05,5.15591e-06,6.851621e-08,5.9769114e-08,1.8368189e-06,7.658695e-09,4.419722e-09,2.7917424e-06,0.0004167621,0.99948835,0,0,"x_miss",6813
"18",0.9649567,6.6356426e-07,6.174693e-06,4.7660254e-08,0.0021573114,1.2890096e-09,4.1155728e-09,8.990803e-06,0.031684577,0.001185501,0,1,"x_in",7032
"19",0.9951096,0.00024832026,0.0013617043,2.7315632e-09,1.4512922e-07,1.3187583e-08,2.9945281e-06,3.399092e-11,0.0032752757,1.9611982e-06,0,1,"x_in",1204
"20",3.2363223e-05,1.926387e-07,2.3204911e-05,0.99969745,6.7580513e-06,0.00022739501,1.184218e-05,1.400553e-07,1.9724536e-07,4.5163912e-07,0,0,"x_miss",4356
"21",0.37000334,0.0005188953,0.083873525,8.04445e-05,6.586153e-05,4.303337e-08,6.4160154e-06,2.4748791e-05,0.54537123,5.54295e-05,0,0,"x_miss",8926
"22",0.05467461,6.2242552e-06,0.10173253,0.00015047545,0.27894375,0.0020011992,0.00021240169,0.0019916727,0.34273624,0.21755083,0,0,"x_miss",527
"23",0.11387036,1.6625398e-05,0.005958407,0.00079198106,0.86581135,0.00013574942,0.005979552,0.0029427893,0.00449056,2.5400084e-06,0,0,"x_miss",7258
"24",1.2061687e-05,5.3428034e-10,1.3138384e-06,1.8587868e-07,1.707802e-07,3.1912664e-09,1.4976768e-10,1.0479137e-12,0.9999553,3.1007166e-05,0,0,"x_miss",6435
"25",0.019629298,5.4897265e-09,0.0012072594,0.00012544928,0.17276269,3.3261556e-05,1.0291407e-05,2.5962056e-06,0.80616784,6.132848e-05,0,0,"x_miss",5355
"26",0.9997372,4.0262057e-06,3.071574e-07,2.8652232e-09,1.3319019e-06,3.6094303e-07,2.2740968e-08,8.222949e-06,9.219979e-08,0.0002483617,0,1,"x_in",7070
"27",0.9476667,4.9422182e-05,0.051486332,4.282948e-06,3.8381377e-06,1.9679419e-07,6.772651e-06,0.00033646566,0.00044580235,1.9838099e-07,0,1,"x_in",7913
"28",0.9674818,0.002821645,1.4646013e-05,0.00058671687,0.0017927976,1.0830152e-05,2.9412712e-07,1.0107617e-06,0.027098123,0.00019202156,0,1,"x_in",6242
"29",0.9641993,7.888081e-06,2.5804349e-07,1.0518355e-08,0.0022941215,1.3869029e-09,3.3970474e-10,5.8625897e-06,5.599818e-06,0.033486962,0,1,"x_in",1462
"30",0.9557558,1.158042e-05,0.017016508,2.5253023e-06,0.020219589,8.065441e-07,0.00022452752,0.0002287715,0.006535544,4.4995713e-06,0,1,"x_in",2469
"31",0.022486351,8.731111e-05,0.0012925871,1.4811008e-07,0.00051916664,6.514553e-06,9.252812e-07,0.9616514,2.2893579e-05,0.01393283,0,0,"x_miss",5572
"32",0.00094497035,1.5362557e-06,0.0001630656,1.9914925e-05,0.00087218196,7.309618e-08,0.0032469276,8.063806e-07,0.99321234,0.0015381462,0,0,"x_miss",8048
"33",0.47938228,5.116583e-07,7.847907e-07,5.5113468e-08,4.2020906e-06,3.035263e-10,1.9004481e-10,1.3019181e-08,0.5109231,0.009689052,0,0,"x_miss",930
"34",0.94714314,4.5728128e-05,0.018516643,0.014837154,0.0002880715,0.00020995017,0.00026234685,7.0967744e-06,0.0013729121,0.0173169,0,1,"x_in",9460
"35",0.7794869,0.0016297877,0.004052603,0.071193285,0.006955657,0.00028783738,0.00049682776,0.00020263305,0.010671547,0.12502296,0,1,"x_in",181
"36",0.9995579,2.591711e-06,3.6143763e-05,1.7258772e-06,1.3405556e-06,8.075855e-08,2.1327962e-06,1.0690018e-05,5.12711e-07,0.00038689186,0,1,"x_in",7429
"37",0.003788508,2.8259476e-06,0.0004446976,1.532843e-05,1.6416767e-05,6.9217504e-07,0.0005090758,3.551065e-08,0.9952181,4.32885e-06,0,0,"x_miss",6642
"38",0.9441679,9.244627e-08,5.509428e-06,0.030373767,0.018289315,0.007012653,2.0836258e-06,5.5572928e-05,9.304131e-05,1.0120716e-07,0,1,"x_in",9534
"39",0.70471025,0.01861339,0.08072919,6.6352084e-05,0.0020466319,3.7749833e-06,4.1161354e-07,0.0050188242,0.019082913,0.16972822,0,1,"x_in",3336
"40",0.98125595,1.0336605e-08,0.0044373446,0.00041791177,0.00017651038,1.2352464e-05,4.9598443e-06,1.0185931e-05,0.013633941,5.0676113e-05,0,1,"x_in",4587
"41",0.95854974,1.456911e-06,1.28459305e-08,4.202547e-09,2.2966785e-07,1.6602625e-10,3.1730504e-11,5.986568e-07,2.967957e-06,0.041445,0,1,"x_in",1574
"42",0.017931288,8.208201e-08,0.0015804898,0.00029133575,0.94972634,0.00039872175,5.663307e-07,0.008997029,0.0035049357,0.017569203,0,0,"x_miss",886
"43",0.9999567,2.9080575e-06,7.207023e-08,2.2809629e-10,3.2460754e-08,1.1012489e-09,4.8449245e-10,4.406179e-08,1.08631085e-07,4.006815e-05,0,1,"x_in",976
"44",0.66878116,4.337418e-07,7.417031e-06,4.3956898e-06,0.000121426165,1.6008452e-06,8.755231e-06,5.815947e-09,0.33025113,0.00082357205,0,1,"x_in",7104
"45",0.237812,4.6235815e-08,0.000107280146,0.11036347,0.6513346,0.0003678294,1.2262407e-05,2.9422887e-07,4.5713966e-07,1.6892736e-06,0,0,"x_miss",4271
"46",0.9062934,2.9706904e-05,1.1251739e-05,1.4138924e-07,1.804346e-05,3.4223635e-08,1.1085276e-07,1.3432828e-08,0.09212244,0.001524887,0,1,"x_in",668
"47",0.9994098,1.6588714e-06,0.000551466,2.7752192e-08,6.0460825e-06,3.0606745e-07,2.9643812e-05,1.216711e-10,3.1379545e-07,5.863102e-07,0,1,"x_in",3427
"48",0.6546263,0.0021669064,0.050993003,8.471856e-05,0.042207222,0.0006686357,0.058415826,0.0010321059,0.17938429,0.010420871,0,1,"x_in",957
"49",0.8798192,2.7952776e-06,1.3529693e-06,5.495351e-06,3.6492864e-05,1.2255748e-07,6.7249906e-10,4.951001e-06,0.119786404,0.00034316152,0,1,"x_in",4041
"50",0.69648826,0.22047815,0.00094147713,0.00066021684,0.0007245416,1.6714917e-05,0.0003052513,2.4197261e-05,0.07314914,0.007212053,0,1,"x_in",9752
"51",0.9989256,5.7792583e-11,0.0010166977,3.3119843e-06,2.0398444e-05,1.1002314e-06,2.3443674e-07,4.040668e-09,3.1029966e-05,1.5413927e-06,0,1,"x_in",1876
"52",0.99901235,1.0514509e-05,2.3488218e-08,2.545021e-06,1.51612385e-05,2.6289783e-06,3.5766363e-09,1.7862447e-05,1.69242e-05,0.0009220538,0,1,"x_in",3652
"53",0.99999607,6.7209317e-07,1.7073815e-07,2.1623083e-09,2.5328177e-06,2.6462577e-11,1.4774632e-09,1.3195751e-10,1.1070998e-07,5.368491e-07,0,1,"x_in",2041
"54",0.96583265,7.4041686e-06,0.0007080226,0.033092402,0.00022644,4.5175643e-06,1.1102462e-05,1.9960908e-05,9.464013e-05,2.8132845e-06,0,1,"x_in",8018
"55",0.99999964,7.435302e-10,1.2309562e-07,3.6782396e-08,1.1163264e-09,9.628904e-09,1.4075363e-10,7.40498e-12,6.578882e-08,1.0565851e-07,0,1,"x_in",4357
"56",0.00055912125,0.005809993,6.327839e-05,0.00014309768,2.1207494e-05,0.0002697892,1.7172222e-05,1.758572e-05,0.00012155275,0.9929773,0,0,"x_miss",4749
"57",0.9868558,4.4863104e-06,1.876818e-07,5.7829175e-06,1.6684544e-08,2.0902882e-09,4.8101207e-08,2.2744329e-09,0.013123492,1.0222804e-05,0,1,"x_in",5525
"58",0.99997973,4.6587365e-12,9.983372e-06,7.72757e-08,7.2265984e-06,1.7304378e-08,1.8141511e-08,1.4851174e-10,2.805831e-06,3.8724526e-08,0,1,"x_in",1011
"59",0.93844694,0.06068518,5.2880678e-06,0.00081072206,1.4754262e-05,5.5664345e-06,9.645033e-06,6.325285e-09,2.1851358e-06,1.9782889e-05,0,1,"x_in",5545
"60",0.99921846,1.3189455e-06,1.12839324e-07,9.569701e-08,4.4261224e-06,1.271125e-08,8.946959e-10,6.180732e-10,0.00077560806,3.722288e-08,0,1,"x_in",8106
"61",0.9122006,3.550585e-06,0.07205747,4.9334913e-06,0.00021218037,0.00027489435,1.4836548e-05,3.9888466e-05,0.014810431,0.00038120468,0,1,"x_in",490
"62",0.0039609754,1.5560747e-05,5.2800133e-06,2.0619396e-07,0.0041693407,1.0839956e-08,1.1859659e-10,0.99183935,5.4565726e-06,3.869729e-06,0,0,"x_miss",8885
"63",0.9981193,5.7823367e-05,0.00027920527,3.337337e-08,0.0010963809,2.3218331e-07,2.9031999e-05,1.04380415e-05,0.00039992956,7.6255e-06,0,1,"x_in",4938
"64",0.99999607,2.0069608e-06,2.3341667e-10,7.0398465e-10,5.694537e-08,2.8491643e-11,4.385554e-10,2.0729031e-08,3.6946936e-08,1.9070255e-06,0,1,"x_in",9891
"65",0.86177856,2.6982994e-07,0.12950633,3.8838148e-06,0.0015817771,6.8742125e-08,0.00025236508,2.607182e-08,0.0068761213,5.5300916e-07,0,1,"x_in",2299
"66",0.7330742,7.073586e-08,0.008894145,0.14554228,0.0032531843,0.0011155037,0.0006529212,9.3799343e-07,0.10741806,4.86885e-05,0,1,"x_in",7357
"67",0.693674,4.333253e-05,0.26171955,0.0011449817,0.016653264,0.0013665147,0.0023459792,0.0018158016,0.021236189,4.3485701e-07,0,1,"x_in",5368
"68",0.9933622,2.890812e-07,1.2329615e-05,1.4764234e-05,4.7384183e-06,4.308415e-07,0.006469653,3.0765596e-06,0.000121225174,1.1329409e-05,0,1,"x_in",8231
"69",0.9999511,3.3582964e-08,1.5858063e-07,2.5720112e-10,3.3899065e-07,2.3101958e-08,1.2955279e-10,1.9596647e-09,4.802706e-05,2.789583e-07,0,1,"x_in",4341
"70",0.2296314,1.8300376e-05,1.2747316e-05,7.0318225e-07,4.1324307e-05,3.0043973e-06,7.356513e-07,2.2044232e-07,0.7699202,0.00037141694,0,0,"x_miss",9494
"71",1.1830222e-05,0.044035826,6.6196058e-06,1.0107698e-07,5.104825e-08,8.69925e-08,4.828961e-07,1.0612273e-07,0.95583916,0.000105835534,0,0,"x_miss",1073
"72",0.9705731,9.621877e-06,0.0008359089,4.9490177e-06,0.00415748,5.9007702e-06,2.0012543e-05,3.084914e-07,0.024392106,5.1678006e-07,0,1,"x_in",9873
"73",0.85874844,0.0042111007,0.0013155205,0.00030299404,0.009724623,0.00061886426,0.024482466,0.07869759,0.00278866,0.01910983,0,1,"x_in",4491
"74",0.7789583,9.8160356e-08,3.088984e-05,2.3430278e-08,8.311196e-05,2.6444342e-09,2.7246676e-07,5.081787e-09,0.22092214,5.0377153e-06,0,1,"x_in",6070
"75",0.7480617,0.17157638,0.046756726,7.408074e-05,0.016123256,0.00019911284,0.009972338,8.5827545e-05,0.0012109263,0.005939601,0,1,"x_in",4409
"76",0.99999976,1.9080894e-12,2.730962e-07,1.2025214e-09,1.0297887e-08,1.2192884e-10,8.946839e-13,1.2599197e-12,8.644574e-09,1.2029182e-09,0,1,"x_in",236
"77",0.98942214,1.1260574e-07,1.2082755e-05,2.017413e-07,4.5869497e-06,1.605638e-08,2.6156258e-11,3.3290348e-10,0.010549955,1.0914175e-05,0,1,"x_in",5949
"78",0.999918,2.9496704e-08,8.136382e-08,3.999291e-09,8.15934e-05,6.486069e-09,9.125239e-08,3.8918602e-10,3.0811034e-08,2.4702894e-07,0,1,"x_in",8820
"79",0.59832835,3.0536937e-06,0.39112604,9.3994424e-07,4.5177387e-08,0.010139981,0.00012347006,0.00027739894,5.670328e-07,1.432832e-07,0,1,"x_in",5586
"80",0.9998591,3.3977827e-07,7.238955e-08,1.2285788e-08,4.867568e-05,6.363694e-11,6.4925745e-11,1.0957033e-08,9.14866e-05,2.699535e-07,0,1,"x_in",4462
"81",0.9993186,6.682663e-07,0.0005490976,1.208316e-07,1.5836851e-05,1.956795e-07,1.08075465e-10,5.6850953e-05,2.6286296e-05,3.2290205e-05,0,1,"x_in",869
"82",0.9946407,3.8496637e-05,0.0007689656,4.8359766e-08,1.8356619e-05,9.424002e-09,2.4749154e-06,2.3083688e-08,0.0044888025,4.2023934e-05,0,1,"x_in",9686
"83",0.05957268,0.0005748882,5.843742e-06,7.107152e-08,1.9883641e-06,8.6670205e-08,7.2660583e-07,1.379795e-06,0.93984175,5.847514e-07,0,0,"x_miss",5858
"84",0.0024312944,0.0013051542,0.020197125,0.0033608417,0.97008175,0.00027891292,0.0016325981,0.00070705375,5.292242e-06,1.4477625e-08,0,0,"x_miss",8477
"85",0.99742645,3.9704078e-06,2.70413e-06,1.07632175e-07,9.076631e-05,2.3695163e-08,4.849526e-10,1.7108702e-08,0.0024106442,6.52952e-05,0,1,"x_in",9484
"86",0.99997234,3.486652e-08,8.740719e-08,2.246297e-08,8.0582066e-07,5.429163e-07,3.6094114e-09,2.6460445e-10,2.5940259e-05,5.668546e-08,0,1,"x_in",9578
"87",0.98295057,2.8203296e-08,5.0912936e-06,5.747308e-08,5.9360933e-05,4.4589171e-07,5.023015e-07,1.0427446e-09,0.016981948,1.908782e-06,0,1,"x_in",6816
"88",0.7606596,0.0018981589,9.3901224e-07,1.5464789e-07,1.5168553e-05,7.514777e-05,3.81016e-07,2.2876488e-06,0.22807904,0.009269173,0,1,"x_in",4475
"89",0.63198185,0.00020956992,0.03255705,0.004387155,0.00024854607,0.0034068224,0.32602623,0.000939049,0.00023173462,1.1949859e-05,0,1,"x_in",5969
"90",0.021239284,7.024863e-05,3.591776e-05,1.1887621e-08,9.125463e-05,1.48995305e-08,4.658859e-08,1.3231199e-05,0.9738271,0.0047227647,0,0,"x_miss",6852
"91",0.02237053,6.6645102e-06,0.05101988,0.007474133,0.0047430233,0.00038525846,0.12113418,0.00032085262,0.7924896,5.588481e-05,0,0,"x_miss",9591
"92",0.99992657,7.1170962e-09,5.3039537e-05,3.593775e-06,3.9156917e-06,4.3810484e-08,1.470747e-10,9.077472e-12,1.2721295e-05,1.0205221e-07,0,1,"x_in",7836
"93",0.9735416,0.017209407,3.8844555e-06,4.625122e-05,2.9143948e-05,1.5773898e-07,9.522621e-06,0.008517731,0.00020822092,0.00043402557,0,1,"x_in",6303
"94",0.7686366,0.026225673,0.1743416,0.0049169417,0.0030684914,2.4547236e-07,1.0866893e-05,1.5664244e-05,0.022290189,0.000493722,0,1,"x_in",6078
"95",0.9978199,3.2530497e-05,8.378666e-06,0.0019908303,2.0495975e-07,0.000115542214,6.0849457e-06,2.255338e-09,1.0546663e-05,1.585812e-05,0,1,"x_in",6004
"96",0.9987299,4.4966782e-08,4.417002e-06,7.816925e-05,0.0011872401,1.8791165e-07,1.5063451e-08,4.5137092e-08,2.7716231e-08,3.3282748e-09,0,1,"x_in",6438
"97",0.6729885,0.0010355627,0.1906334,0.06229848,5.356282e-07,0.06477627,6.561472e-05,0.008201524,6.15016e-08,2.6023242e-08,0,1,"x_in",5461
"98",0.98999864,3.7656548e-08,5.0972203e-06,2.222812e-07,0.009995117,4.798996e-08,3.4280387e-07,1.9248569e-08,5.08912e-07,1.1998966e-08,0,1,"x_in",5653
"99",0.25283107,0.055930123,5.7542206e-08,5.700414e-10,5.096307e-07,6.020613e-12,1.0374813e-10,1.4228988e-07,0.0001862824,0.6910517,0,0,"x_miss",5393
"100",0.05696029,8.254137e-08,0.82292515,0.11879772,0.0010967699,0.000112140544,1.2988072e-05,9.347658e-05,3.5165197e-08,1.416577e-06,0,0,"x_miss",2167
"101",0.9993944,3.821463e-07,4.512461e-07,9.0660836e-07,1.7526278e-05,2.843807e-08,7.0179794e-08,1.9727511e-11,0.00055988773,2.633923e-05,0,1,"x_in",2412
"102",0.0040764604,2.5623654e-06,8.6821484e-07,6.8815396e-05,1.1106765e-06,3.7666158e-08,3.3646294e-05,1.0718119e-08,0.99581605,3.4128882e-07,0,0,"x_miss",2380
"103",0.9999896,2.036486e-09,1.237719e-06,5.570215e-10,5.9269423e-06,2.1326068e-06,1.9226572e-08,3.4563556e-07,6.1495683e-07,4.6552394e-08,0,1,"x_in",6364
"104",0.9830004,5.9150324e-07,0.016953489,3.0023603e-08,2.2328115e-05,3.6228982e-08,1.7773077e-07,4.6561104e-06,7.110955e-08,1.8065428e-05,0,1,"x_in",1880
"105",0.2798521,1.7156477e-05,2.7277347e-06,6.7486883e-07,0.0075091696,4.5290096e-09,6.8822953e-10,0.021008646,0.69016504,0.0014445186,0,0,"x_miss",2474
"106",0.9927313,1.3419711e-09,0.007265997,4.0270805e-08,2.574515e-07,8.932197e-09,2.127062e-06,2.0182254e-09,3.5478402e-07,5.6270344e-09,0,1,"x_in",1366
"107",1.6338265e-06,0.60082376,9.45745e-05,2.9705508e-05,6.5551053e-06,9.491337e-06,3.9927032e-05,5.40213e-08,0.39574373,0.0032505787,0,0,"x_miss",8744
"108",0.99803287,2.1467716e-07,5.0546805e-06,1.9662882e-06,0.00025547176,3.0427e-06,3.8783234e-08,5.2353815e-09,0.0016892367,1.2151513e-05,0,1,"x_in",1729
"109",0.99973184,1.8130995e-08,9.131426e-06,4.5603173e-07,5.2008368e-06,3.207655e-06,1.0041821e-05,4.444362e-07,0.00023954842,8.4865256e-08,0,1,"x_in",7870
"110",0.3539671,0.0006220515,0.0028400547,7.715074e-08,0.043751933,1.3917255e-09,0.00063445856,0.00010899403,0.49710122,0.100974075,0,0,"x_miss",4063
"111",0.9999229,4.9771945e-05,5.0266628e-08,2.0423484e-05,3.6840834e-06,7.337922e-09,9.862315e-10,5.9936536e-07,2.5638747e-06,1.5741074e-08,0,1,"x_in",8593
"112",0.9873655,1.5971404e-05,2.552768e-05,0.00012288477,4.4161807e-06,0.0034035656,3.5538847e-07,0.009055416,6.285219e-08,6.1977917e-06,0,1,"x_in",4764
"113",0.8581714,4.1986354e-08,0.14134625,9.699935e-06,0.00027927526,1.9984498e-06,0.00018560821,3.917909e-06,1.7187102e-06,1.3486174e-07,0,1,"x_in",3064
"114",0.2658155,6.273501e-07,0.002140703,1.3807232e-05,1.4466125e-06,1.9663054e-07,2.3621156e-05,6.087648e-08,0.7233646,0.00863947,0,0,"x_miss",9657
"115",0.9948059,5.7636207e-10,0.0003982522,3.3396927e-07,0.0010251112,1.0202476e-06,2.9834436e-07,1.4249231e-07,0.0037543382,1.4666209e-05,0,1,"x_in",8796
"116",0.99998367,2.0581629e-06,4.824882e-06,1.3609171e-07,1.5089373e-07,2.4786142e-09,1.08825425e-07,2.7497264e-09,9.009967e-06,6.2637106e-08,0,1,"x_in",6463
"117",0.98100513,7.010768e-08,0.002291961,0.00038645155,0.01585768,2.2926237e-05,0.00012700986,8.152186e-08,0.00018377959,0.0001247663,0,1,"x_in",8263
"118",0.99320614,5.705487e-07,9.512802e-06,2.1996722e-05,3.447147e-05,7.6999226e-05,1.690069e-06,6.537503e-08,0.0061865193,0.00046209476,0,1,"x_in",9974
"119",0.5634946,1.4403778e-08,0.35290042,0.0040167677,0.003801878,0.009180094,0.031449027,7.915369e-05,0.035071194,6.911678e-06,0,1,"x_in",3279
"120",0.06080489,2.0619952e-07,7.44655e-05,1.141686e-06,5.11593e-06,7.600895e-09,1.05736774e-07,7.5854e-09,0.93911207,2.0128896e-06,0,0,"x_miss",5807
"121",0.8707447,0.00016996336,0.010358178,0.022874065,0.046541672,0.047872346,0.00014814801,0.0010614442,4.527006e-05,0.00018424487,0,1,"x_in",3259
"122",0.6319333,9.2096593e-07,0.11624684,0.00047750567,0.0029683148,8.739139e-06,0.2409245,3.0059178e-07,0.0074382788,1.2870589e-06,0,1,"x_in",1435
"123",0.98895556,2.1219346e-06,0.00024844086,0.0019020631,0.0007196901,4.08753e-05,2.7196145e-09,3.6681425e-07,0.008124471,6.4370934e-06,0,1,"x_in",7524
"124",0.9973285,2.2622973e-07,0.00033938666,1.588401e-05,0.002309313,1.1538281e-06,6.1842013e-07,4.7562808e-06,6.9603246e-08,6.202715e-10,0,1,"x_in",5191
"125",0.9880107,0.00020456596,0.00033541632,2.5872161e-08,3.8594164e-05,2.9593283e-09,7.793744e-09,0.005174577,0.0052420977,0.0009939328,0,1,"x_in",7035
"126",0.90866876,8.194348e-06,1.960954e-06,8.359839e-07,0.0002715208,3.630505e-05,1.4443204e-07,0.0003974744,0.00072861614,0.08988621,0,1,"x_in",6664
"127",0.99997175,3.4077862e-06,2.769512e-08,1.834747e-07,2.4484098e-05,1.5592902e-07,7.640838e-10,1.2395405e-08,5.0593826e-08,3.3035867e-09,0,1,"x_in",9046
"128",0.9889107,3.7593915e-07,4.0158982e-05,1.7751987e-08,0.011011855,9.566069e-10,8.3939575e-09,8.6030605e-07,7.78012e-06,2.8240504e-05,0,1,"x_in",5243
"129",0.023781154,0.00016831578,1.9368119e-05,1.9112222e-06,0.0005541774,3.1042998e-08,4.775454e-05,1.8179071e-05,0.02685412,0.94855493,0,0,"x_miss",478
"130",0.89855707,0.00022389827,0.0021063734,4.679959e-05,0.0054238983,0.0007542943,6.486843e-05,0.048665896,4.075715e-06,0.04415277,0,1,"x_in",1515
"131",0.008894618,1.1484488e-05,6.583841e-07,2.9431195e-07,4.0026137e-08,1.8578866e-07,9.792382e-08,8.643424e-09,0.99057686,0.0005158841,0,0,"x_miss",8667
"132",0.94868547,3.1607297e-07,0.007934156,0.00092389283,5.1575535e-05,6.600324e-07,6.3836837e-06,8.18755e-07,0.042341817,5.4943306e-05,0,1,"x_in",2795
"133",0.98822427,3.2482967e-06,0.0062272414,8.151563e-05,0.0002979233,3.99945e-06,1.4788274e-08,8.890052e-07,0.005001287,0.00015962633,0,1,"x_in",9355
"134",0.9940083,1.4516546e-07,7.3624055e-06,2.1756634e-09,0.0010696107,1.3329183e-08,8.177606e-10,0.004914146,1.1734062e-07,2.8909025e-07,0,1,"x_in",6285
"135",0.017712057,5.8197926e-09,0.96075255,0.00041410857,0.010375181,2.4907865e-07,0.010745684,8.4773766e-10,8.3429946e-08,8.950483e-09,0,0,"x_miss",9861
"136",0.6327259,1.6776566e-07,0.3508529,0.0016640101,0.00011254458,0.00053406815,0.013810868,2.0552502e-08,0.00029924072,2.3171279e-07,0,1,"x_in",2325
"137",0.9999808,5.589856e-10,2.831687e-07,9.859355e-09,1.8831666e-05,3.1360917e-10,5.6386353e-09,2.6095966e-12,9.050841e-08,7.271507e-10,0,1,"x_in",2123
"138",0.9988918,4.884821e-07,3.727036e-09,1.6140277e-07,4.474738e-09,5.368904e-10,2.6186884e-09,2.0536402e-10,0.0011075047,6.909534e-08,0,1,"x_in",8639
"139",0.9999125,3.879052e-08,4.8768794e-07,7.3753455e-07,1.7611888e-05,5.08332e-09,1.7396098e-09,1.1161318e-06,1.5832155e-05,5.1655676e-05,0,1,"x_in",9173
"140",0.9999628,1.4071694e-08,3.6915473e-05,2.0736386e-10,2.6640998e-07,3.2095973e-09,4.678694e-08,2.3713982e-09,1.0472958e-09,6.4390258e-09,0,1,"x_in",4592
"141",0.9532833,2.9371775e-05,5.9787944e-06,8.404763e-07,2.7121473e-07,5.7080615e-07,9.387043e-09,5.128415e-08,0.045259606,0.0014199768,0,1,"x_in",865
"142",0.9951952,1.4736081e-08,0.0015205254,8.457124e-08,0.0031808433,3.8805058e-05,1.7281373e-08,6.0848808e-05,1.3008339e-08,3.576293e-06,0,1,"x_in",245
"143",0.9989491,2.0072863e-09,4.065591e-05,1.12276126e-07,0.00075173675,1.7370465e-06,3.8055327e-07,7.8134e-09,0.00011785817,0.00013832495,0,1,"x_in",5037
"144",0.95746815,9.777002e-06,8.0979364e-05,5.8800695e-05,0.037319254,0.0046638325,8.482416e-06,0.00010091142,0.0002044703,8.544419e-05,0,1,"x_in",5127
"145",0.9786774,0.00010522579,0.00054663356,8.754406e-06,3.6269973e-06,4.959435e-07,5.9058137e-05,1.1736752e-09,0.00037587582,0.020222899,0,1,"x_in",2957
"146",0.98562753,3.590971e-07,5.1466873e-06,5.7371346e-07,0.0020900066,1.6398883e-09,4.8362525e-10,0.012275096,1.1845623e-06,3.7630343e-08,0,1,"x_in",764
"147",0.99984705,2.7040787e-07,1.5653009e-07,5.2432486e-05,5.1211853e-08,3.8193386e-09,5.840743e-11,2.6257163e-09,9.9943114e-05,8.728328e-08,0,1,"x_in",4969
"148",0.9999999,1.8059107e-10,1.3601363e-07,3.5270117e-10,1.3224161e-08,2.0497108e-08,4.2060837e-13,3.5530814e-10,9.8231735e-11,1.5398007e-09,0,1,"x_in",8852
"149",0.9996723,0.000113412054,1.8939107e-05,1.04738604e-07,3.9179766e-05,8.375964e-08,5.378768e-05,3.3502612e-05,4.763921e-05,2.1095604e-05,0,1,"x_in",4511
